2130.847752,2259.716613,2120.123902,11.02578651,1162402229,92859494130,1
2126.523762,2140.349114,2111.443218,5.905372228,1157667375,92759758404,1
2121.93757,2138.011402,2109.631266,5.183879912,1152677357,92133284702,1
2116.05809,2128.559916,2088.971971,7.859665702,1146307485,91496535251,1
2114.329953,2125.701586,2088.971971,6.549329721,1144431116,91641819488,1
2116.920491,2126.467173,2108.256068,4.181981237,1147230683,91807374624,1
2120.498772,2130.691441,2108.256068,5.847388558,1151116604,92226265764,1
2123.13419,2130.691441,2114.312601,3.638959849,1153974280,92219149672,1
2123.040216,2129.765059,2114.312601,3.487992735,1153871853,92307944253,1
2124.40384,2134.893588,2112.954098,4.45698992,1155356554,92366729101,1
2123.804427,2134.893588,2112.954098,4.635302791,1154705083,92451133913,1
2123.319964,2133.141663,2115.111582,3.518902281,1154176014,92351100911,1
2126.07343,2137.965992,2115.111582,4.454144866,1157173265,92577523828,1
2130.02446,2139.386608,2119.727508,3.588457257,1161476372,92926658999,1
2131.495692,2139.855405,2120.506619,3.141671383,1163080641,93058388327,1
2131.479681,2139.855405,2120.506619,3.096149427,1163063096,93005720074,1
2131.892783,2138.610544,2123.927262,2.975993728,1163513778,93124950558,1
2132.413612,2145.073314,2118.306064,4.928056492,1164086298,93192878382,1
2125.96417,2145.073314,2109.776483,8.320643652,1157066979,92349001117,1
2118.208208,2131.894249,2106.487705,5.674051946,1148630581,91899533475,1
2123.805963,2136.815775,2106.487705,8.730873421,1154720767,92420492906,1
2130.74248,2136.995361,2117.108622,3.354141736,1162259140,93059539382,1
2130.097878,2136.995361,2123.775703,2.868797879,1161555252,92896946917,1
2130.479251,2142.361908,2123.620514,3.45119493,1161972160,92872136608,1
2131.01441,2142.361908,2123.620514,3.886654214,1162556806,93029242131,1
2134.760438,2146.126865,2123.768742,5.742655408,1166652187,93293717758,1
2139.053209,2146.126865,2127.387491,3.435886057,1171343472,93773427672,1
2139.633254,2148.137077,2131.848859,3.114853402,1171978282,93810351705,1
2136.510096,2148.137077,2122.371062,5.858729173,1168565687,93595758714,1
2130.05057,2144.992146,2119.733453,5.201903526,1161508477,92786619289,1
2126.792197,2131.751656,2119.733453,2.625807604,1157952498,92594336596,1
2127.819906,2135.109974,2120.07899,3.131445138,1159072603,92743409145,1
2129.197661,2135.109974,2123.130863,2.783113434,1160573548,92795224675,1
2129.941984,2136.582514,2124.066466,2.591258643,1161384850,92965055328,1
2130.063284,2136.617167,2124.652052,2.719248067,1161517309,92911098183,1
2131.470302,2140.060554,2120.3392,4.055804103,1163054617,92944876712,1
2134.78379,2143.999388,2120.3392,3.683676759,1166672742,93367170860,1
2137.190294,2146.184403,2130.018123,3.092340693,1169303531,93598388171,1
2138.048831,2146.184403,2127.538841,3.870766865,1170244553,93739152473,1
2135.814497,2147.869858,2125.559046,4.614087158,1167801563,93334593570,1
2133.65624,2147.869858,2124.899609,3.739913581,1165440752,93230422422,1
2130.631892,2143.763202,2116.258316,5.450463334,1162143224,93059600746,1
2123.890806,2143.763202,2109.406447,7.043871124,1154806214,92498413868,1
2120.787014,2138.855319,2109.406447,5.111137964,1151427502,91969797579,1
2122.273166,2128.919812,2111.558042,3.529085474,1153038297,92248711771,1
2123.954154,2134.840117,2114.54207,3.992171414,1154866480,92347127956,1
2114.179056,2134.840117,2085.516483,14.27043502,1144308922,91963681691,1
2097.263251,2131.389989,2079.684032,11.36811259,1126052449,89688646844,1
2097.977363,2111.236834,2079.684032,8.180729719,1126803441,90141320075,1
2106.596071,2116.451574,2095.550626,4.026452224,1136067384,90967416077,1
2110.947776,2124.036579,2100.255361,4.976183235,1140768071,91201532920,1
2116.049168,2127.721896,2100.902372,5.161492881,1146288825,91801859693,1
2119.247756,2137.714583,2100.902372,6.540410982,1149760980,91747594908,1
2123.639109,2137.714583,2104.993811,7.419771846,1154533918,92526294748,1
2126.592499,2137.512859,2106.287136,5.060809504,1157739844,92728668276,1
2120.098497,2137.512859,2100.671132,7.731366826,1150688617,92040217302,1
2117.818309,2145.259226,2096.333945,11.55856474,1148233726,91353463364,1
2127.26579,2146.468088,2096.333945,12.62159582,1158507275,93134475544,1
2139.330157,2156.332222,2122.975523,8.103230919,1171660591,93585136450,1
2145.83778,2156.332222,2129.517951,5.087855795,1178789290,94437351208,1
2142.407251,2154.339341,2128.970621,5.705114635,1175024993,94040641134,1
2138.552406,2146.34184,2128.970621,3.876544316,1170795884,93609262989,1
2137.834997,2144.4104,2130.440686,3.272186721,1170009391,93620744281,1
2137.995866,2146.839183,2129.568493,3.758693208,1170186356,93651604491,1
2139.142242,2147.119442,2128.946518,3.645954852,1171441363,93664635326,1
2135.158163,2147.119442,2122.495174,5.563960655,1167086423,93463704186,1
2130.153413,2143.105401,2122.495174,3.601506887,1161617032,92813660926,1
2124.689178,2135.129432,2104.575004,7.874138101,1155677723,92758058721,1
2119.421693,2137.513775,2104.575004,7.89377742,1149954720,91543081824,1
2115.656644,2137.513775,2105.293578,6.484122826,1145867540,91865363507,1
2113.519668,2122.372186,2103.436153,4.186367877,1143547626,91490669413,1
2118.726223,2131.945929,2103.436153,6.435829755,1149194810,91748849885,1
2126.127254,2135.732057,2111.15619,5.2653844,1157233875,92733553228,1
2128.189631,2135.732057,2120.636205,2.755937014,1159474867,92756999479,1
2126.339274,2132.027508,2117.507695,2.89995101,1157459743,92621766376,1
2126.016534,2134.165912,2116.184259,3.540110854,1157109461,92418308451,1
2127.063943,2136.530026,2116.184259,3.862735949,1158250480,92689274295,1
2127.016886,2136.530026,2118.028709,3.911722296,1158199331,92668107043,1
2126.17043,2134.665763,2116.230732,3.854552578,1157277582,92688747963,1
2121.796067,2134.665763,2098.019067,7.428487062,1152530876,92422503901,1
2103.222762,2131.791278,2072.911213,15.94592969,1132492867,90378110563,1
2086.413728,2107.217933,2072.535875,6.342966072,1114409594,89279279473,1
2081.494206,2096.349587,2070.6247,5.322539347,1109157493,88546114867,1
2082.451519,2095.038958,2070.6247,5.138884196,1110177469,88863140464,1
2087.365001,2095.572643,2076.653715,4.034439239,1115419884,89151039312,1
2086.763594,2098.307139,2061.216208,5.57994861,1114781039,89386042075,1
2079.691116,2098.307139,2047.157853,9.39163071,1107252055,88479817843,1
2080.36941,2093.441399,2047.157853,8.982184346,1107972496,88635070102,1
2087.522617,2099.340428,2078.354295,3.6931704,1115587665,89232481428,1
2089.60325,2099.340428,2079.725438,3.678190419,1117812549,89374967177,1
2090.802758,2098.646426,2079.725438,3.573233399,1119096049,89559713357,1
2094.146206,2101.786086,2084.326038,4.343047651,1122679601,89745710154,1
2095.875999,2105.848683,2079.243723,4.738935287,1124535977,90121967356,1
2076.9927,2105.848683,1985.315329,28.72478395,1104569290,89123550551,1
2023.628998,2093.60063,1977.136052,41.95450114,1048789632,82916033691,1
1988.705023,1998.435643,1977.136052,4.254254132,1012471237,80907211009,1
1993.471848,2018.6044,1978.081911,9.001462439,1017346825,81147489562,1
2003.810323,2022.780594,1978.081911,10.25130595,1027932391,82580699716,1
2007.068169,2022.858775,1995.279761,6.586553261,1031261701,82686506736,1
2002.572668,2022.858775,1993.264211,5.767095764,1026644621,81996510754,1
2000.211103,2007.13569,1992.425807,3.210853917,1024218820,81877778809,1
1995.884439,2004.675574,1983.067675,5.26360274,1019797094,81678661856,1
1992.97277,2004.091978,1983.067675,4.057451177,1016820972,81261700503,1
1997.590852,2018.999323,1986.506203,5.477334466,1021542199,81654287232,1
2000.344626,2018.999323,1990.825902,4.282084994,1024357621,82081917353,1
